path,label,width,height,pixel_sha256,phash,split_group,split
Basil_Plant_Unhealthy/IMG_20201217_151828.jpg,Unhealthy,300,300,66e16e4d3ac2e6c4301bb08e21d20531a27ba8470ff5e1510648c502474a2fa1,2585530109712767518,group-00677,test
Basil_Plant_Unhealthy/IMG_20201217_151833.jpg,Unhealthy,300,300,665726f1721c6044435c8150b9d00018fc6455de9c3861442efd33077814aec7,7179197331651271198,group-00677,test
Basil_Plant_Unhealthy/IMG_20201217_151834.jpg,Unhealthy,300,300,e4790b397e6ee441147f05cec53035538ba26c05cc1f5f486793cba9f0ab521c,2243287128071051806,group-00678,test
Basil_Plant_Unhealthy/IMG_20201217_151835.jpg,Unhealthy,300,300,d3ada5adc75cfcdd40d277caf77bc1da1979660c526ac698ce2d81a5cd8de342,1085237233769893982,group-00679,development
Basil_Plant_Unhealthy/IMG_20201217_151836.jpg,Unhealthy,300,300,82e9aea750e901b8d69eebcd5d1e7a3963ede3c22d0c1b752915cc71f5170058,954388752984297566,group-00680,development
Basil_Plant_Unhealthy/IMG_20201217_151837.jpg,Unhealthy,300,300,6ee43b10dbafa0b12c1dffc51a97331d477bc8c0dfcfca4863454649b883a82a,5291425613884805234,group-00681,development
Basil_Plant_Unhealthy/IMG_20201217_151838.jpg,Unhealthy,300,300,52fe14227aaac43201a81395e96ea4ab0c0a2d9a01d4e6567e4c454efcfce629,4781393067888726258,group-00682,development
Basil_Plant_Unhealthy/IMG_20201217_151839.jpg,Unhealthy,300,300,5fc3bfa3c52fc3de6543c9edbbccbca2f36b88bdadf18d586467f3178a3ac9e9,466379493608493138,group-00683,development
Basil_Plant_Unhealthy/IMG_20201217_151841.jpg,Unhealthy,300,300,ee3dfb7725bf96a813ee6388d7be64ff8d5982514b17af5fdf7797777e999f0a,7548570901865529874,group-00684,development
Basil_Plant_Unhealthy/IMG_20201217_151841_1.jpg,Unhealthy,300,300,7043063bbfc182f21f12858cb28ab3ae5c19a8e2cf0a3f44ad28c98d8be6b141,4705639191140995762,group-00685,development
Basil_Plant_Unhealthy/IMG_20201217_151842.jpg,Unhealthy,300,300,5b292fca304f937c66293ccd028a743d3db7e4fb220a9c4e8b94160ab5237091,8737486620109673106,group-00686,test
Basil_Plant_Unhealthy/IMG_20201217_151843.jpg,Unhealthy,300,300,ecd08e9cdb6dfa7e59fdb4e900437d574e0256d11b7a1844d3a0eda396e06aae,8212188188110864986,group-00687,development
Basil_Plant_Unhealthy/IMG_20201217_151844.jpg,Unhealthy,300,300,4491375dc4abf2680057ab0eca8e30fe82c84150bda6b1a4e8df331d57bb0603,4432814879439452890,group-00688,development
Basil_Plant_Unhealthy/IMG_20201217_151845.jpg,Unhealthy,300,300,cf17bd00584b7b7b012b19a656cdcecb6c5dda6fb604b22270cd3fb747b9ea76,1132573562436436050,group-00689,development
Basil_Plant_Unhealthy/IMG_20201217_151846.jpg,Unhealthy,300,300,b1f3b6e4920103560c032234c96996f7bee7cebadef6c36f749a6adb8fc8eeae,987956997830509130,group-00690,development
Basil_Plant_Unhealthy/IMG_20201217_151847.jpg,Unhealthy,300,300,c5a92b0ce2057e071a11fd8ad7b663d335f187439ebf4e584f742b063087b674,9062620832313739978,group-00691,development
Basil_Plant_Unhealthy/IMG_20201217_151849.jpg,Unhealthy,300,300,b72c91706f781b9ee6bd7d1346f9b0df6ea5e3424b87eeca1c0a40987af52518,7947874235600177882,group-00692,development
Basil_Plant_Unhealthy/IMG_20201217_151850.jpg,Unhealthy,300,300,3855034784f307074365c2da8b7222e87f4519670361ff381f0930103b92af71,7477243744273533642,group-00693,development
Basil_Plant_Unhealthy/IMG_20201217_151852.jpg,Unhealthy,300,300,0f809de57b3a5bed47d9602a4523298701a0da69236122ff57c6d7fb9eea786c,7313990594695498924,group-00696,development
Basil_Plant_Unhealthy/IMG_20201217_151853.jpg,Unhealthy,300,300,7dae2c65bd05d015cc0a099ca0c32287c28e940f7ad38be49a04021592fd9a9a,8466909933565086892,group-00696,development
Basil_Plant_Unhealthy/IMG_20201217_151854.jpg,Unhealthy,300,300,e14695cf6dddc9594524e53e515fd5c48934b7c33d0464a870bcc91e083ff58b,7890451345925180588,group-00696,development
Basil_Plant_Unhealthy/IMG_20201217_151855.jpg,Unhealthy,300,300,ff9f75280181482b2702689a917bd971c8daa4b556f6f6895378f62f03c4f63b,7602256429018762444,group-00697,development
Basil_Plant_Unhealthy/IMG_20201217_151857.jpg,Unhealthy,300,300,c79dfc5bb3a94b72cb1da9c1e9116628fc8bee2951683a7ee1a6080744377656,4685339912612333772,group-00698,development
Basil_Plant_Unhealthy/IMG_20201217_151858.jpg,Unhealthy,300,300,fbd3e66f6d74747ab37db7dedfd1f745b9bc55d9d871ad2db661646112a24af1,3763805943928056878,group-00699,development
Basil_Plant_Unhealthy/IMG_20201217_151906.jpg,Unhealthy,300,300,2338d8ae2b5e766a86e5de6fbd60d249534d29f0fe71e8225564674fa202ee83,361329842608794796,group-00700,development
Basil_Plant_Unhealthy/IMG_20201217_151907.jpg,Unhealthy,300,300,d5dbc80fb493c047efeda5c11dc31014fa5bf1770c0fc46f491dee5569711a43,5006748430689993940,group-00701,development
Basil_Plant_Unhealthy/IMG_20201217_151908.jpg,Unhealthy,300,300,cfa2f671af181b42f02f7cbd5aaa02ce097d6975e57311ad8e6b23fbec791743,4696121552440509460,group-00702,development
Basil_Plant_Unhealthy/IMG_20201217_151909.jpg,Unhealthy,300,300,0f06ef8a9c9f9b1ef9b084e0a2a98028bafbc2bb590a2dfbdd9f3fc7a1e122c6,7137002043632632900,group-00703,development
Basil_Plant_Unhealthy/IMG_20201217_151910.jpg,Unhealthy,300,300,d040460a34af980abf4cba4be8bace0727fd50a03e255d9153136fb841aad65d,4084408317513942214,group-00704,development
Basil_Plant_Unhealthy/IMG_20201217_151911.jpg,Unhealthy,300,300,bd54c094b5779fe91497e98df47345bcc643dbd76babb3448bbf1f4d293bfaa9,2570635893032731844,group-00707,development
Basil_Plant_Unhealthy/IMG_20201217_151913.jpg,Unhealthy,300,300,239a120e2bcc958149d6119804ba567d04e9332d35967a951938b1bf9595b48a,264775291637187750,group-00707,development
Basil_Plant_Unhealthy/IMG_20201217_151913_1.jpg,Unhealthy,300,300,1ba9bb84f1741dd0acdaec8ca98586ff7a77c2fc602718ae95f9eacaa5bc0de6,265338241590609092,group-00707,development
Basil_Plant_Unhealthy/IMG_20201217_151915.jpg,Unhealthy,300,300,90516036aa00e6964669e6241af81a1693399ada857242ddd87872bdfec32b87,1407246900261151974,group-00708,test
Basil_Plant_Unhealthy/IMG_20201217_151916.jpg,Unhealthy,300,300,5eb1407c5f9de9782909e9a2cd0c7dfc9433777d515c93f89dd658ffe70b57aa,695669295265461990,group-00709,development
Basil_Plant_Unhealthy/IMG_20201217_151917.jpg,Unhealthy,300,300,48799b105bb117ec250a0d9e0c63d56a78520845fd4de86a0d44685f1fd11e3c,1839581677004371638,group-00710,development
Basil_Plant_Unhealthy/IMG_20201217_151918.jpg,Unhealthy,300,300,da0ab5dae580a735d49b45dbc3cd56630a07e775b3d40caa1938d2f366f195e6,834225627959236278,group-00711,development
Basil_Plant_Unhealthy/IMG_20201217_151920.jpg,Unhealthy,300,300,20c1896492925dac03df98cf0b771a0820aaac918cd5877331dab3d68fe299ef,6994024172981162642,group-00712,development
Basil_Plant_Unhealthy/IMG_20201217_151920_1.jpg,Unhealthy,300,300,ae1d3d912621ce12cfa1407ac03402e5cc548b0305e0ee9923b1d7856c7bb63c,3427104822699086354,group-00713,development
Basil_Plant_Unhealthy/IMG_20201217_151922.jpg,Unhealthy,300,300,003a690345a15549a84f873de6ce3752f8823dec7974d73982f80620067c3f55,2865843619424172650,group-00714,development
Basil_Plant_Unhealthy/IMG_20201217_151924.jpg,Unhealthy,300,300,829c1430bfa368ec71555c3f8a3c832dd8f4fed52b1d4bc7580bce00a5276283,7188193428013103658,group-00715,development
Basil_Plant_Unhealthy/IMG_20201217_151926.jpg,Unhealthy,300,300,24094534ad57b83f4631cb541a8a296a14851abaa946222f340441a7c36baa34,7650394258942587972,group-00716,development
Basil_Plant_Unhealthy/IMG_20201217_151927.jpg,Unhealthy,300,300,ead7d71317e335dcbd3ab21f168ae0a8eb52ad4c5185e5fbdfd5cc82e3db093f,1126965538349761556,group-00717,test
Basil_Plant_Unhealthy/IMG_20201217_151928.jpg,Unhealthy,300,300,b27e979886d0d3571f90e52d25b5160c03497a6f2f159be425d54128d48d5da5,3315656305843743908,group-00718,test
Basil_Plant_Unhealthy/IMG_20201217_151929.jpg,Unhealthy,300,300,03b734793f90f62cded38d0c57b0d1d18af822680a6e60b504398c90146b0b0a,5838784116346423544,group-00719,development
Basil_Plant_Unhealthy/IMG_20201217_151930.jpg,Unhealthy,300,300,1c153d95d58038078cd50b3f608405ac8e4f48d3f082e3d03c95501be2565e84,195791512560056464,group-00720,development
Basil_Plant_Unhealthy/IMG_20201217_151931.jpg,Unhealthy,300,300,d5d45a668aa537b77ca5fafa6d1dbcab9da706ea88a253f7c94f43383cd5c108,49433311771079056,group-00721,test
Basil_Plant_Unhealthy/IMG_20201217_151932.jpg,Unhealthy,300,300,e4cf9b88f9b2bf47b69b4c70e07a263b254bec31376bccf7f2895eefbc99972b,130603931983905488,group-00722,development
Basil_Plant_Unhealthy/IMG_20201217_151933.jpg,Unhealthy,300,300,b96d838a9e3879b4be3b03398310be9404588b7041a4a2414f541b6447617bd5,3826822791406277332,group-00723,development
Basil_Plant_Unhealthy/IMG_20201217_151936.jpg,Unhealthy,300,300,7f1d0905d29d168cf2ce0d63f5944518dcebe163b250dd3cd665823980769ead,2054140393873412587,group-00724,development
Basil_Plant_Unhealthy/IMG_20201217_151937.jpg,Unhealthy,300,300,d76ac89a378db37a0d9fa818da5bfe42c7db505d4fa51c456def53c6ab0beb63,1768122341265461499,group-00731,development
Basil_Plant_Unhealthy/IMG_20201217_151938.jpg,Unhealthy,300,300,4896d437236a6c7c62d32248f750ac22dd3caecb98892b2529371792981eb431,1769213056800215291,group-00731,development
Basil_Plant_Unhealthy/IMG_20201217_151939.jpg,Unhealthy,300,300,8af900aa8a4637e54e3cd3603007068b4af7afda79c7434c22ec0539ff1906c5,1841305834136490171,group-00731,development
Basil_Plant_Unhealthy/IMG_20201217_151940.jpg,Unhealthy,300,300,6138038b80161bacee9cae35b9dea779b89a4c7886d3748493c8bbc3320fc865,976614703533871355,group-00731,development
Basil_Plant_Unhealthy/IMG_20201217_151941.jpg,Unhealthy,300,300,46271b759e12250490c8823e39b1ab08505272f435ae75dfa932ffeb5a3573e0,1841305831989006587,group-00731,development
Basil_Plant_Unhealthy/IMG_20201217_151942.jpg,Unhealthy,300,300,203d273d27aca057faef14f5c3ef5fcd85cf5d42684372070a8458e0df0561ec,1841305831989006587,group-00731,development
Basil_Plant_Unhealthy/IMG_20201217_151943.jpg,Unhealthy,300,300,2d8ac6c9c501296d21c0b065c675bb8689976246c66da3c11f370336c594028f,1786101555939660027,group-00731,development
Basil_Plant_Unhealthy/IMG_20201217_151950.jpg,Unhealthy,300,300,5c0e06c4043daf034256eaf5d51c92a9b037c07cbfbd0c26d9cff8e7a657dae9,3905495018772025594,group-00734,development
Basil_Plant_Unhealthy/IMG_20201217_151952.jpg,Unhealthy,300,300,1da9cd5bb5744c5339178a3ea74be26a188e33240bcb9f923e5fc06e9db72a34,3905495018837037306,group-00734,development
Basil_Plant_Unhealthy/IMG_20201217_151952_1.jpg,Unhealthy,300,300,e9e2472ade4b5c26351c03a8c3ec64209b3f5601040e6e31f22bdb4b42c614cf,3905495018838872314,group-00734,development
Basil_Plant_Unhealthy/IMG_20201217_151953.jpg,Unhealthy,300,300,4b8532f12a0c79afeeaaa2459f2b7f37dcdbf4afedca392c72a4b5e649b72992,1369968837909445882,group-00735,development
Basil_Plant_Unhealthy/IMG_20201217_151956.jpg,Unhealthy,300,300,9202d8faf6bd5743f32e517455fa9ff7fd407a61173af7e5b9ccc881bb870e64,8946162093759824378,group-00737,test
Basil_Plant_Unhealthy/IMG_20201217_151957.jpg,Unhealthy,300,300,5e27fa9557b4987d48bb1d171f8ebb705596eaa91d21ce3c811bcf5c9724ff35,8504809330277532154,group-00737,test
Basil_Plant_Unhealthy/IMG_20201217_152000.jpg,Unhealthy,300,300,aea5d1be75ff5eefa055dd0708635d2cadcf8a98d5b5ac8ebab8c9fce766321d,1119664138073162234,group-00738,development
Basil_Plant_Unhealthy/IMG_20201217_152001.jpg,Unhealthy,300,300,f006f4414f317c046c4ee48ecb676255bf445d88f8acdd1636c0aa5b75da94f0,5015277814691807738,group-00739,development
Basil_Plant_Unhealthy/IMG_20201217_152004.jpg,Unhealthy,300,300,541dff34d525bd90007660e79f03072df43fb17eb61604d82816c12a026776f8,4140614649871991995,group-00744,development
Basil_Plant_Unhealthy/IMG_20201217_152005.jpg,Unhealthy,300,300,dcdbd570536ccdb30d3c75895246f6f82ad1892c91f6dd5b6080ce5ab591d29a,4140544281128862907,group-00744,development
Basil_Plant_Unhealthy/IMG_20201217_152007.jpg,Unhealthy,300,300,f99079230c7ee70d9d550962b1c9de28d23fdba8d259312ca45b9c4859e457a1,8788256897483818171,group-00744,development
Basil_Plant_Unhealthy/IMG_20201217_152008.jpg,Unhealthy,300,300,6be497bc4232805dc776fa93b6a517b2f3ea36e49235ce3dd4ba2405404fc17d,4176643446823847099,group-00744,development
Basil_Plant_Unhealthy/IMG_20201217_152009.jpg,Unhealthy,300,300,f9e1838e90ab950e5629855900994d0098e0774619100322e654a7348c6c6317,4176571430959711419,group-00744,development
Basil_Plant_Unhealthy/IMG_20201217_152012.jpg,Unhealthy,300,300,0b40f9284c1b1ef2a1066c253601ce6e5ff28b361639d922d8f03af93d90a937,8725409346090844651,group-00746,development
Basil_Plant_Unhealthy/IMG_20201217_152013.jpg,Unhealthy,300,300,be9bf8cfe018b8840678cc73871b11a4e38d2ab1ec2a3a63206ad4df06e79426,8725416630355378667,group-00746,development
Basil_Plant_Unhealthy/IMG_20201217_152014.jpg,Unhealthy,300,300,43cd49dc7f0d40f77f388578e8adb09669030f667ed26e53a207c0b5ca6bdae4,7149052857335808427,group-00747,development
Basil_Plant_Unhealthy/IMG_20201217_152015.jpg,Unhealthy,300,300,44403c86237fb303cd31c27c7318c60c79bf1d6b7ac3bc9e4bf18a8773f364e5,3536603298305806763,group-00748,development
Basil_Plant_Unhealthy/IMG_20201217_152015_1.jpg,Unhealthy,300,300,b82cd40646bc93a5c8857e516e78a63ce58f32e867621dbbd4cb352482e29e79,3519042447399080363,group-00750,test
Basil_Plant_Unhealthy/IMG_20201217_152017.jpg,Unhealthy,300,300,29c35824081bca997274deb9a04bd89ba5434dff2961bb32daa35be576440318,4100006799329870251,group-00750,test
Basil_Plant_Unhealthy/IMG_20201217_152018.jpg,Unhealthy,300,300,3471bf9dfef66ebc292ebbe1d4892b7231f2d9e62609b6055f496a75e830f1b6,4050466929641406891,group-00751,development
Basil_Plant_Unhealthy/IMG_20201217_152019.jpg,Unhealthy,300,300,1d48c49b01615ea9cdaab3748be9ac4562892e29cb7251026e4a06b15dd8a0f3,4131600442133987755,group-00752,development
Basil_Plant_Unhealthy/IMG_20201217_152021.jpg,Unhealthy,300,300,52f321450debb36491689284ef2e15f04c1fd4b66461b07695ca9c8febd705de,7140168270701806763,group-00753,development
Basil_Plant_Unhealthy/IMG_20201217_152021_1.jpg,Unhealthy,300,300,10fa8086c2e33525eb978683109712a12b4c945198d9ea878ae66318b88966f8,2438315960182182379,group-00754,development
Basil_Plant_Unhealthy/IMG_20201217_152022.jpg,Unhealthy,300,300,b16eaa57c9c1d165ac573c22ae02ddb1a0ce933aeab516cd61d37acf39f76bd0,2577998076087304619,group-00755,development
Basil_Plant_Unhealthy/IMG_20201217_152024.jpg,Unhealthy,300,300,a7eceadc1b96128d810133063b8447f1334ea64939ed251ee3b1ea3393e5af96,7572771738559578539,group-00756,development
Basil_Plant_Unhealthy/IMG_20201217_152025.jpg,Unhealthy,300,300,d7d7d913eae76a6c4fb322d32f2f6e08e6e9ecffc191ef52edc2a99ade19b056,7715725568618399147,group-00757,development
Basil_Plant_Unhealthy/IMG_20201217_152027.jpg,Unhealthy,300,300,85a02eea19b582c0bb648d4ab9e0a6e415f97bad696cefd87016e054cb93072b,7140113914133874091,group-00760,development
Basil_Plant_Unhealthy/IMG_20201217_152028.jpg,Unhealthy,300,300,ef87ce843c5cec673ed72aa3412bca69b222dc862aa47c17a118c6c43cd11f3c,7140113982316479915,group-00760,development
Basil_Plant_Unhealthy/IMG_20201217_152029.jpg,Unhealthy,300,300,a62ffcbe7b97dc854d07ef39b1b8b189935cee312bb1a55d58b0aa09f81441cf,7014013192750106027,group-00760,development
Basil_Plant_Unhealthy/IMG_20201217_152030.jpg,Unhealthy,300,300,53a84128b19ce3d781647bd52c1f4026a0985201c1dd08dc7d71dc4f566e1943,8672393318600410539,group-00761,development
Basil_Plant_Unhealthy/IMG_20201217_152031.jpg,Unhealthy,300,300,4afb057ac7e481555a4966d3a862a5a6411bafb49a21d6a30800d492c5896024,3807808492763809195,group-00762,development
Basil_Plant_Unhealthy/IMG_20201217_152032.jpg,Unhealthy,300,300,93cfc75e63f4a2f68eacf0c086385cbc76a6ad633d3c10c3e09db114cfde198b,2043585186736047531,group-00763,development
Basil_Plant_Unhealthy/IMG_20201217_152034.jpg,Unhealthy,300,300,4b2cad6b49f968314ad6aea8d0f2b29f8b25af7979325a7c1931e56d8a77526e,2051497139265537451,group-00764,development
Basil_Plant_Unhealthy/IMG_20201217_152035.jpg,Unhealthy,300,300,68f57bdf3de2febf7c38c15e36abb939efae072bf27ffe953bbedf82452dfc66,4357342343176013227,group-00766,development
Basil_Plant_Unhealthy/IMG_20201217_152036.jpg,Unhealthy,300,300,54d5243de4fdfcc35e77c8a18b4d443af311b38583b58a129a57b78d324c7118,4348335148216239531,group-00766,development
Basil_Plant_Unhealthy/IMG_20201217_152037.jpg,Unhealthy,300,300,3335601146d1642e138a544ab9f4fc4235cb62f9d826a16b497bdbafc6755297,3772153792127517099,group-00767,test
Basil_Plant_Unhealthy/IMG_20201217_152037_1.jpg,Unhealthy,300,300,c203aec2040c65f981fa7e8977b3ff831789a0602bde7a65d5f06dc9cc372a21,8144163867886567851,group-00768,development
Basil_Plant_Unhealthy/IMG_20201217_152039.jpg,Unhealthy,300,300,8c58e069965d7145848f5a44426b302e0a5bddf0905919a0b453b74e49268c6b,8086362632371977454,group-00769,development
Basil_Plant_Unhealthy/IMG_20201217_152041.jpg,Unhealthy,300,300,c5f7983abcdd4b85acd193323f7ab9e13ca20069cec97a8f74e6462817b27cb7,8663808544946404542,group-00770,development
Basil_Plant_Unhealthy/IMG_20201217_152042.jpg,Unhealthy,300,300,0e37e528a4ffc37b6e55f0c1193c674dbc5d88576bb52d06359815c1600b9fb8,4214321933166451898,group-00771,development
Basil_Plant_Unhealthy/IMG_20201217_152046.jpg,Unhealthy,300,300,a75a76eac6fa5173d5cdd5eadbeeda3a9017d7a45da65a12a7290304e04a88d8,2070733943951057323,group-00774,development
Basil_Plant_Unhealthy/IMG_20201217_152048.jpg,Unhealthy,300,300,086a16c34ec48183fc7f1187dfba097b4966636b0742dd86e93fda713e444f75,2070725150005518763,group-00774,development
Basil_Plant_Unhealthy/IMG_20201217_152049.jpg,Unhealthy,300,300,659f262589513eeb80eec3856e59c85c2886d1e19432ce3ba3fcc619970db7fb,2071015418927735211,group-00774,development
Basil_Plant_Unhealthy/IMG_20201217_152050.jpg,Unhealthy,300,300,e8d7cfb40c681bc8364b66ab65e9907598b150bb010b7f8faae0716227de76c8,1871801512750170539,group-00775,development
Basil_Plant_Unhealthy/IMG_20201217_152051.jpg,Unhealthy,300,300,012f2b1f6bea1ca8b6b917f0bfe6d152fbf69a0273666dc85d6089f9f0caeb22,2141911938349883819,group-00776,development
Basil_Plant_Unhealthy/IMG_20201217_152052.jpg,Unhealthy,300,300,d3cde316a8b9dd880a3dcb7ee956cfcdd20e8c07dff390ae53226c824990e51d,1851526520783454635,group-00777,test
Basil_Plant_Unhealthy/IMG_20201217_152052_1.jpg,Unhealthy,300,300,7c70091a139d7969fdf89334201e5a16a90d61d41e24713c79e952270f46e239,6213960578349337007,group-00778,development
Basil_Plant_Unhealthy/IMG_20201217_152054.jpg,Unhealthy,300,300,9f3ad110035b53d64b06386040f2d33b70e5da7b7a66b0e98cdf7a6cc1b11376,6659105189959797163,group-00779,test
Basil_Plant_Unhealthy/IMG_20201217_152054_1.jpg,Unhealthy,300,300,d44149753f053079ab7632ab557bb9c74b5bceec26f8022ac5a78f33a744d80c,8122510799585378731,group-00782,test
Basil_Plant_Unhealthy/IMG_20201217_152056.jpg,Unhealthy,300,300,050f85000a8464bcfc3bf397d406685711c1ed92a241ec4ad6187c07238b9857,8122510874730529195,group-00782,test
Basil_Plant_Unhealthy/IMG_20201217_152056_1.jpg,Unhealthy,300,300,1d38f4b214abe8800a9d20696ead174932c4a0bc8bcdd53ea001bc04e8d43eb9,8123636705917895083,group-00782,test
Basil_Plant_Unhealthy/IMG_20201217_152058.jpg,Unhealthy,300,300,523ff4f431b31d2978f23f508dbffd422d20dd0325261ea21c6cec40b4295f67,8700053478829425067,group-00783,development
Basil_Plant_Unhealthy/IMG_20201217_152059.jpg,Unhealthy,300,300,5650cd5e3534e9422e18dd6d4da9f61848908907c552fbc89b0cd4e797c1a431,495858729268885935,group-00784,development
Basil_Plant_Unhealthy/IMG_20201217_152101.jpg,Unhealthy,300,300,eb8b6fddc0f02047e0fd2dadcfd6d2159b0d82d4d1853239e8222bc9ffb35e8a,5449573335316693499,group-00785,development
Basil_Plant_Unhealthy/IMG_20201217_152102.jpg,Unhealthy,300,300,e81218ac6d879e494f3e7f6040cd44846db0e6191e80efb87ca95e1913c3938c,124382060238210027,group-00786,test
Basil_Plant_Unhealthy/IMG_20201217_152106.jpg,Unhealthy,300,300,9ec6f3d98c41fd47556e21095f958e8be98b951c97dadda1deb4a17a2f566436,2038162210974220715,group-00789,development
Basil_Plant_Unhealthy/IMG_20201217_152107.jpg,Unhealthy,300,300,9cffb4038ed6ca87023a46378f3686a01aed8b8579c2350d3409d135c00f0d86,2020218112489443755,group-00789,development
Basil_Plant_Unhealthy/IMG_20201217_152107_1.jpg,Unhealthy,300,300,3c716515318f9f1305a3a18047cf6d762e9b97d5ccff690ecf212b2121759f0b,2020235567236534699,group-00789,development
Basil_Plant_Unhealthy/IMG_20201217_152108.jpg,Unhealthy,300,300,ebd1e9f918547fce1bcde28a3c11b999ab7a85b4f9d1e9795b8cf4ba8351468c,892083877760090539,group-00791,test
Basil_Plant_Unhealthy/IMG_20201217_152109.jpg,Unhealthy,300,300,12bdf117afda3b9ba4ddc193fc425b63df92f4590c4229671853cfade548858d,892083877726540203,group-00791,test
Basil_Plant_Unhealthy/IMG_20201217_152111.jpg,Unhealthy,300,300,e6c86027e13cec6c2f1660a2caed76ae414f3366b69715ab03692797b151e568,2201222886304142251,group-00793,development
Basil_Plant_Unhealthy/IMG_20201217_152112.jpg,Unhealthy,300,300,6fc578ef7ebe856a20004461796d66fc169ea7477f9d7d89fdaeaf0475d9ebca,2201785836257039275,group-00793,development
Basil_Plant_Unhealthy/IMG_20201217_152116.jpg,Unhealthy,300,300,99f72a16a7a911db5af65c24651528cd728d0a653602d4357be9687720545412,4388313917902176683,group-00794,development
Basil_Plant_Unhealthy/IMG_20201217_152118.jpg,Unhealthy,300,300,288243aa144d9e126f229f30306188934f974198ea545459f98aa0302edadf4b,1773473654709830123,group-00801,test
Basil_Plant_Unhealthy/IMG_20201217_152118_1.jpg,Unhealthy,300,300,9944fffaf6db80b4d9b8f2ed272fb9648b7097f8a5c8f31cb3ba8212aff3d3ad,1780229054150885867,group-00801,test
Basil_Plant_Unhealthy/IMG_20201217_152119.jpg,Unhealthy,300,300,e7e95e56dbd103280c299c31b374a67e1a90eed0124cf50651b83f3266bd84e8,2068459428155113963,group-00801,test
Basil_Plant_Unhealthy/IMG_20201217_152121.jpg,Unhealthy,300,300,cd73c4e5a9ed36fd21259fb03e63c74ef6d78b60c0613f78e94032bcafe9b165,4086072095572640235,group-00801,test
Basil_Plant_Unhealthy/IMG_20201217_152122.jpg,Unhealthy,300,300,8d877b34309ea6a4f8d32a2aea8b06e61d2e4ca88709a5d0c5553e26a4da1d0a,4374302437498307051,group-00801,test
Basil_Plant_Unhealthy/IMG_20201217_152123.jpg,Unhealthy,300,300,64d640795ae6bad6fded84cb684889f9f65b03e6dd1a865337e892c51a30f81c,4374302437368283627,group-00801,test
Basil_Plant_Unhealthy/IMG_20201217_152124.jpg,Unhealthy,300,300,8fca186ba1bfaca7cdc39066cdba1672d2696983e3c6ccc34e0d5482187fa394,4082131420132557291,group-00801,test
Basil_Plant_Unhealthy/IMG_20201217_152138.jpg,Unhealthy,300,300,b9f279decd831fd5818a8c39339fb8c2a8165c717da4525067eb4be633c71417,3172395283375870398,group-00802,test
Basil_Plant_Unhealthy/IMG_20201217_152142.jpg,Unhealthy,300,300,02a6b74780bcaa7b8b0fa0c4f6be68ba88e73e8303776f17696324b089e685b8,3171937954991600058,group-00804,development
Basil_Plant_Unhealthy/IMG_20201217_152143.jpg,Unhealthy,300,300,2bf6368c10c2bf6f76c9825f7690885897103af26c03eb2604db3f81751a8fa5,3171937946401927610,group-00804,development
Basil_Plant_Unhealthy/IMG_20201217_152144.jpg,Unhealthy,300,300,7ee13d11cf481a66e83800108e701f503e1281996eaf320012c832eccf832e41,4861718746568031406,group-00806,development
Basil_Plant_Unhealthy/IMG_20201217_152145.jpg,Unhealthy,300,300,55c6a53a2332e2b5163cea0a67163c8a511329c09050b453147705f00e634326,5149946923696487598,group-00806,development
Basil_Plant_Unhealthy/IMG_20201217_152146.jpg,Unhealthy,300,300,b59c1195554cdfea5d09a1bccd4569af1f9ca4e0b9817e28f7402f56de82ea8f,250066297545784494,group-00808,development
Basil_Plant_Unhealthy/IMG_20201217_152146_1.jpg,Unhealthy,300,300,8ee684e121dd5d1c0bb36aeda6566b6bff96210c0346f45861bb437f1901cb2e,250057501453024430,group-00808,development
Basil_Plant_Unhealthy/IMG_20201217_152149.jpg,Unhealthy,300,300,f0f60f418f6e306344baef8e2e38ab7317144751875da01cdafd0ea4b0b90988,4082298218015308990,group-00812,development
Basil_Plant_Unhealthy/IMG_20201217_152151.jpg,Unhealthy,300,300,d07da80ba7101df29cad80f84e758d93e1094682dc4978179b45972cb6b7798a,1776420024463097022,group-00812,development
Basil_Plant_Unhealthy/IMG_20201217_152153.jpg,Unhealthy,300,300,68e506aa749ca32b38dd22d592363db25caa816c321b5b556616512c237444a0,1776419475781024958,group-00812,development
Basil_Plant_Unhealthy/IMG_20201217_152154.jpg,Unhealthy,300,300,0b841a963c7b31055f292213731b9a1e88f50ffa05830aa2e100dea222ee9ab5,1776454659616242878,group-00812,development
Basil_Plant_Unhealthy/IMG_20201217_152203.jpg,Unhealthy,300,300,a37c9cbde38eaf6e41849dfe8f2a00d851827c4447381fdbc08f4f7c07f0dd97,3900607907138261230,group-00813,development
Basil_Plant_Unhealthy/IMG_20201217_152204.jpg,Unhealthy,300,300,63db1bd461d1b6801a05677d03c3383aa904c973bff962b588a279700be3099d,5044588184530211306,group-00814,development
Basil_Plant_Unhealthy/IMG_20201217_152207.jpg,Unhealthy,300,300,a8d408a701f3660bca65cb5d07421f80f6e6d01c84f869590c5774cad66610f4,5046150781419278842,group-00815,development
Basil_Plant_Unhealthy/IMG_20201217_152210.jpg,Unhealthy,300,300,e417d61fc7fd311c6da57e91a4a1ea372ae428185d5ebc791bbe1c2dcafafc1d,5682490619575120363,group-00816,development
