path,label,group,width,height,sha256,pixel_sha256,phash,split_group,split,role
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121341.jpg,Healthy,,300,300,f956000a77717045f493668c46cb9c3acd1d5116c94a9cbb8be10331e75f870b,2d285b157ff5b17c62ba22acf5771a27f8c810b891759111485749e424fe1090,3590382054670554302,group-00305,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121342.jpg,Healthy,,300,300,194934a9bc89ec4bb35725e1f946d1a9422fee179e0ba72c7cccf953b231f8f6,85281801e01aa72897c964460a745dcef06c7dbdcf9b874aa72336be94c33063,1848458631503369466,group-00306,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121351.jpg,Healthy,,300,300,9789102572c422ea81316871cca2340f8218a13eaa7ff9ec325d32595d73bb97,17801322df15f4155927859c802f865f47eab963188faf9856e50daeecae1f8a,3733044575692080762,group-00307,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121353.jpg,Healthy,,300,300,771d9937fc6def3f271887815a4559997705300240b907ee081b1484468f9bb1,19210674ff2563fcbdebdbc9105057775875f46407df310f31fd5d4bc6532e5c,3806488104132626042,group-00308,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121355.jpg,Healthy,,300,300,f066c10ca451c756559f5c22c9a040479784d35c36f60053568058b822004f4f,67b7b39e28d2c802636a72a8955653e953cf0b7cd92daf71ee0c4f8d3a7f7bb8,3502244440650761851,group-00309,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121357.jpg,Healthy,,300,300,0f92f4523e9d56b5c3842dd725276fd55525798dba325d15f8528522077cf00e,95c78f8bd14dcfbbb7109acb64980e6350c36540159787170676bd44221ab759,4162443455153522362,group-00310,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121359.jpg,Healthy,,300,300,ad24051ddb5292d66fae70006c40aa6cc3195e9c77cbdca0ece1e59be2f51832,200b57c8b4d87b34ec8018684f099ba32d326832e6b2176290f30400a3dfcc45,1860991963832739514,group-00311,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121401.jpg,Healthy,,300,300,4e672507e0e59926db377a0d7a04f2732c208573c73381cf3ff43bfeafaff327,3c0f74acf4b1873bcf1a3df3b8e1c84329ad91d69f9ee6a19f489c261c7f89d6,6360071211922118331,group-00312,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121403.jpg,Healthy,,300,300,345c2773c3a2f1c8e0e127653ac1cf4149ed7a66e76b1494b4d360d6433246a0,f2ad4ec3f233d315a8643e2e0fd10df37304039c8ccddff15c3a4410a80ebd52,7171845588739382459,group-00313,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121407.jpg,Healthy,,300,300,6b451dd7bb02e84061c80e1e9dce879cfbb38f68df6e02c66f5cb16e3bfb2695,6fb56f82ed3927c828c6699c063acdecdc641156a34f0b1f1a67cb33351e5d3f,6639299060132110074,group-00314,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121409.jpg,Healthy,,300,300,35de74521f3223d2a88bcc80391d4b274a3b5b015600d60c1d35c21751f47393,cd854174c85bd56610e4ac6e541ca902654500df03cb5e103edeaa6c83c45e86,5090425723904217918,group-00315,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121417.jpg,Healthy,,300,300,5e4ef6903960e5f09bd7ba5686c8d70e178511f34c6ad4e3f5f6e5d3c0407a3d,c2582bd64d0c941052cbaa941386557aed8d936c50d1e1924c43d4ea6e28c170,1907618342581204542,group-00316,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121419.jpg,Healthy,,300,300,562fffa6d1c3b6aec8fadf95723fcc0a42264ccad636c65706355464c95ff995,beba7232e034e05aa64a0584676dbaf1cf84b428133ba35e1dde87b78a16f839,3808138004880581182,group-00317,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121422.jpg,Healthy,,300,300,54ec2137bf8a146d4a8d083125cd783131c047d70c823b008e92dd7310dc7d7a,41c57a642ff93fc7c479cd442c482cf9a1e50119fb178b89af740e5851b72965,5950343941048373886,group-00318,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121426.jpg,Healthy,,300,300,11392827bb5760102adcae7b8c18efa546e5957383da15a05e14d9aeeea97cd0,58de269a1626f25d943a5631deb69ab8d9f634796337b5a4df914e582c3a7348,5069476020388851322,group-00319,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121428.jpg,Healthy,,300,300,22da827addd23a3330fdbf934f544ec3ba292c08c85ee93811ce43f702613747,0b2e7ea130e25c1c1283bc08e6afd976438d0544a2ba3179b066d5afba111bbe,2745246161572689470,group-00320,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121430.jpg,Healthy,,300,300,c7bd575b3c23c24c48015cddee9ceca2fa246aefcf3f2266d3d8fe1648b31083,62078747450123759a776d544da5aac99a8ba69e6cef359f92e7bfced4acd47a,1322302150420428410,group-00321,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121432.jpg,Healthy,,300,300,d995ea8b79afb3b99d403ea9f4c5e195d66036ff12d788e4e27ff81d5d7b53cb,7da9168a04d758c5dfeeb504d8520b6ea4ec4307ed9e49ffbd8a4b016916ec65,5268339017855563370,group-00322,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121433.jpg,Healthy,,300,300,1f76c8a29c70122123505c306853f6ef6a869e7d476732d63e851a010bdff9e9,fa1651d09e1ff9cbea45fb06e0d91c7f10bd71d650dd72858f9676bdfe06c84f,2059943907128308350,group-00323,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121436.jpg,Healthy,,300,300,f7a7c79aaa4f68f1bfdc90e5de943c27f1237b027e475ee3acd7aacd9a8853e6,07d4c59ea353fc1e6ce5bfdb2f9d5318c9ac3df9c0d834f0a0f11f84a5da3476,5281073692950322731,group-00325,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121438.jpg,Healthy,,300,300,d5d85d05428bb03fd01784dba3813355a4ccd100dd94a51f72237571477eb432,8afcd148ca238c92ea0242906f71fb033d82504987af2e6af3e59f138e0bea25,5245115230315798059,group-00325,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121439.jpg,Healthy,,300,300,59c337097bcc6be3a50084428fea78a1bca512f3f38e80db9330314c121ccc38,68e82b5aca3484b9372ac00a84ecb23459b77fb3d8e6f84bcde5f9c1df41f5ec,7524992482161088059,group-00326,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121445.jpg,Healthy,,300,300,945ea598b3ca3f5411aaf67c6b5c488bff7833b1e1814dfee545e03895fd1752,caf1044cf43319de9b60758e5e203f594c091963233ee82c20ef65a1dd7eeb56,4499325553096980085,group-00327,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121450.jpg,Healthy,,300,300,d2478fa5758e5527902c7ca0c864cf8e23a891ac7eaf1a96f8a6390bf99a47b6,67a64ab888c2a90440471702fa05828de3e80f237eda58cd4d29e82f2177a837,6789410361658504957,group-00328,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121453.jpg,Healthy,,300,300,174d604ed585f64210ffa02228af8750f6d1366df47bf1ab12463d54b1e26b2c,275a72cc70518ea022e6068df450049ae4300ae148fd17f38e90c1e779d73a4e,7380419688951115877,group-00329,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121454.jpg,Healthy,,300,300,9e5ab2973e1ae667401a8f6c70b9a2594239753230b4a5e0388b9a2fa0cd694d,dfb0f2b93f65f8fd83bb9064b239615b9d3cd02e3bbc88f1ac2bc06a000b090a,1313523330780690661,group-00330,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121457.jpg,Healthy,,300,300,cb3857df3cd30050537c822f178a472f9ce1ca371d12943f176929d690290fe9,2453d19c341dd7b516d0cbc27214d96ca4008417cd02ba102de3c2c24bca601c,2421119238185149605,group-00331,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121459.jpg,Healthy,,300,300,49a833b1b2f3deeab22e511b3eea0d23a9f2dab959a3eecbea046301d122723f,3bfc7a1ac12fca3e46ea346cc4294503bbafb002112d9ffcc99c922ecd8851e0,1631659701693951542,group-00332,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121501.jpg,Healthy,,300,300,213fb57c6a69521e34f8d4b7a0ae7d4fd8ec96be81fb470e8bce2142f58fde1b,5d2b15fb74f5a1896866de1c0d8b9edec1b87fbd485631737df699980deefe88,616084569533690201,group-00333,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121504.jpg,Healthy,,300,300,62e62944ca78c63a4028021431e52586c14f527ab351ca6dbcad43d85208b6a2,242b0782f4eb4e91049a340b2524724ac967b6e766f151301ea076f95336ddb1,2459720261875259480,group-00334,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121505.jpg,Healthy,,300,300,10bdb9476f45c6bac5f1eb1b369650788c1ba03271798df2b5f92bfb9a1d9cff,cad179103af938b7bbf3a0446fb779a378ebe2b1bfcbfda613c6129e947767e0,732000982479583352,group-00335,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121507.jpg,Healthy,,300,300,e2ea147df56c65c269713313ed8a424d5b842e66c45028ce41d65be1e6827e2d,883ec95d0e09066ef4da9cf8cda78eb98e9226af25fc54134c4486c59f43fb36,7372607707312527704,group-00336,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121509.jpg,Healthy,,300,300,47d13bec819898619c841658047b31f51b4f958221794d8cb72d12d65a6637f9,1c06a2261b418afaf689120e2921182979432395180df5a50f3d301698d47a4d,5332477221337557336,group-00337,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121511.jpg,Healthy,,300,300,8a764ba7a9c4e39671d5eae2130021ed97104d7731bba714bafedde433e57dd3,f68fdb93bcfbf1f70e634a8ecfc165472dad86494d520649da4d6df98525ea96,2432199673863189544,group-00338,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121513.jpg,Healthy,,300,300,967a2d5171543d2b20bb4315d38ad44760e2d980a5fe7a17b3d1de1cf76430f1,3c87739d7fe58e805fba0dd74535a92f151900903177276857013e63d2cad28e,357123269975324684,group-00339,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121515.jpg,Healthy,,300,300,7862a4cedb06006c23af26a83f64025be026bd82e7324de81cd3a952df2da9b2,31fbe00e38a2b241f64e27bda7fd363ad9c31fe328585c1fea8cc1e8ee9c762d,1022749807227418140,group-00340,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121517.jpg,Healthy,,300,300,c0505489ded774531b85a337575fc2422d761c05c8b9025dbfa4e6ece27dfef0,ff66d108cb0a7a535703317a87588a97ee25e6326764d2f3ce66ba353b77b030,1302873698417767060,group-00341,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121519.jpg,Healthy,,300,300,66fa7f47ebcb3620f4e626a76258cfa20682459256dc8add81cc5cea5f523cbe,b1498dc86846556f95ebe1bb302f0a4003358def5ced7214610e8e32d6a24b96,4949976762340862492,group-00342,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121521.jpg,Healthy,,300,300,5b169e62b553d8003715ea44062cdfa98ad0515c2bb4602530020389471a0d40,6148aa9fc730431abea8533112185409d06d6b73457bce7b3ef2ee9517b07fca,2640697190756379096,group-00343,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121522.jpg,Healthy,,300,300,c38332b9179c74bd90d734b202887d2b2d014d718c1860e8a8efd77860ae7619,23b415196d11dccd4ccc9774b2c39c2f6cff158b9c6ef723758b8e33e7742033,870816386093398296,group-00344,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121525.jpg,Healthy,,300,300,05475c34408706e60ae1b5a8a11d43f98b7f63b0578ab84bb6ed54f428db47fd,f5cd4f9479f19549c55e2ed2cd4c855bb0fba8bebe47c9738eaa888a7cda281b,5233422623695353605,group-00345,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121526.jpg,Healthy,,300,300,f2c3560a87a67787cd4bd5a66d88feedef7f5434482f9eb034cfb49d14c5aba7,59b30e3929a554ca988eab774568c61d085f14eb68b13c7fffaab3c8d0ccd9ca,4949623970828314377,group-00346,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121529.jpg,Healthy,,300,300,fbb6d2f2206729fcdda2f23169c10d282718ad730396c69ba2606e608bef87a1,283ac248e7a0ebfa86f63741d2e56c16b6770393885ded2f539d684f5b19fa40,4328109972973597301,group-00347,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121532.jpg,Healthy,,300,300,89b3d47f88546202a9768d1548d00e410775468683e8d84f0ffa406532b56f11,7e47caff6f306fd6838fc05e8fb697778dd10b32aff666b213bb7f7da4d2a973,7246468563773070397,group-00348,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121535.jpg,Healthy,,300,300,396a38bc6743f33e5f551ad076a499eceff700b1e012fec1376dd32eeafcd5f7,d812147e66dbd2bab825a47a6e8da5fc4c5c1dcaaf821ef622aef2d67285c10d,5499060994926395883,group-00349,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121539.jpg,Healthy,,300,300,6142ff63a6efefe2855ff32c6b63a889f69ea483258d3e2b03134fbf8dc75875,07e863c73a63d7457f92d12b52545a90ac156ae768e39c33648201cf3178c744,501109694100357547,group-00350,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121540.jpg,Healthy,,300,300,78e221906521a53db0e240c19c59ec51feb490fc9b28a280ec5739db8695d967,0f769b3c0357e248573f255343cd4af84106d87bb1aa4d01980b4ad3181d9807,2448378552647900347,group-00351,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121543.jpg,Healthy,,300,300,7dd5070d52e8fffe7d9a7b8ae44929d4d7364b1ee28fcd2f64db801f9d25ff1f,951e5844cb5a0ba05ea78bc13be6386c4d98d7d9cd964575bb79ca714db2ff18,8401071766707050219,group-00352,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121546.jpg,Healthy,,300,300,187809f6997f6d522c57809550b8164d3f42b4823c68c5e3197481fdfb93c624,61d02965b40a784dfee3886c901bd15392098832e7521e7f4db627a6e5e7e4f3,512482191088162027,group-00353,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121548.jpg,Healthy,,300,300,c8f32f5766aa3488f58c56920eeec94a76fab3e3344e513fe51e80249ca50810,120451aac0bd1d477193bf7c312497922f6bd8a9b867c518f64815b35a2c809c,915606584542237931,group-00354,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121549.jpg,Healthy,,300,300,1ed60ece8247086687115fc8c81abd7e8c788dd2867bbc93c69377c39643a2d0,528ddd3679529dd772cd5f378b7c594975e5c5a8b83c9169386f062b83a7c9f2,5264164751581501102,group-00355,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121551.jpg,Healthy,,300,300,1a612b5f2367e7462df17e4043942e0e142dba0070d1a404cd53162252e4ebbb,f831ad08741418e30fd152955576292ee024d7f023a967e091049b3ada50368a,3680088288114975230,group-00356,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121553.jpg,Healthy,,300,300,441680805424419418c2c465239907341ccee95d7bc508bd16e5232cfe6e2471,318d4c5610f7dfa36d7e4f58224fc74e8c39ce1246b2837a838df7db8ae45e82,5928527874407224043,group-00357,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121555.jpg,Healthy,,300,300,6df7301a210511cd5c46fad08daf919f697c4f5a424fea1fe4750a7d4168a6f6,52b7634cc7e2457a660e8b0016ca15bad90bb99dabb16fa736bbb3c36a1121cb,6116792472684940079,group-00358,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121557.jpg,Healthy,,300,300,cfbde76a92379d06a3d88d9727dd2586d25f6fd0a8aa08a91229b022d4fd86bd,3337055c0b598f4fd7bbe492eb46e2ddac938fc2ed7c9fe92ae4313524710897,1599004593833593326,group-00359,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121558.jpg,Healthy,,300,300,2e57e9936f419a19b3e9e81af37821969bc8a63a140f24db9cdfff18221c9558,ac3c9f18045ffe64bbd66623c8a651881039e5de89db66c4b8df4c70b655ed00,3610638534673646574,group-00360,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121600.jpg,Healthy,,300,300,b1709e2960beb8f108227c6be428c669a6525f0708d012d39213cf140bd157bf,2f55cd7fac85f8d77fb181431dca36cf7b4e17154f77856209d24d1bcd938bed,1304716637042794923,group-00361,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121602.jpg,Healthy,,300,300,fdad758ee19191b1076b3e6ed0c89636ac80756eb848adac600235ab363dfb82,70800ffcd476107dd8b730c60a4fb5df4f28bea9ea4dafcf1cb4373b8034a393,5826031630112725115,group-00362,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121604.jpg,Healthy,,300,300,3b75f5178def64886aebb4510017fce4ff172a5e822f9dee9295990f069c41cb,2167948d647ce0344798c83055f98922037f2e0ef395cfae1b7d27df037457de,6398379307793862459,group-00363,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121606.jpg,Healthy,,300,300,80e6103d68ee91ff3cc9bb8d8028f69f936fb74183adfbdcd18620aa46bc98ff,9caa44b53433f871e50c57298fb8362ab6c3df677f31d6bec17b97063c431cbc,7917832028391933870,group-00364,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121608.jpg,Healthy,,300,300,64453c8e0e1da89a6e2636e0eae92538467529c8f6c38c258f3795d1a0777030,ec18dc72384c576f8d924847dd37d5b53a191a2972306761cc682d67426e2b9a,2473558624611569900,group-00365,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121609.jpg,Healthy,,300,300,0707285b07a956064ca7c0c1137f2db76fac4acb8d87473a59a53068edf79bac,6f42a01ef965f9033eff956ae527baeab93834e2c09e7b1874e34fb63049df54,7103743711361890012,group-00366,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121611.jpg,Healthy,,300,300,c8eb1b5f9e847c9ce6afc0a4ce5ddb5a60407f317fcb702d712fbe612fd90905,b0e094de671f397c6c0d765f160a778a6916ad61200c2c857d381cf787f30cae,7075970979354549449,group-00367,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121612.jpg,Healthy,,300,300,47379d88e1696eeaf72a13251e1bbb94b5b20fb04fb21c620ffdff43a260af3f,651f592dcb56d246f1ab2a9295341822ed98bd47c2371be2d37f679a099199f0,2913972118551453129,group-00368,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121614.jpg,Healthy,,300,300,0eb0ce7588541d99bc41c0f106b2d3f245aad5cc64abcc0065f58ca84d1b20af,2522a816a0444e94ab65fc3b1370fb2c3eb5653dad046dc96857b71e5ea20a1a,681040244766078161,group-00369,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121623.jpg,Healthy,,300,300,4e62b670f6fa84acdc688959d060ae302073400b007ffc98859256b467a05c69,a06a347e2654b894f07f0c762607906095aa8d4bcef059ed6617bc7eaf1b305c,7571574731038970430,group-00370,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121625.jpg,Healthy,,300,300,ea151ce37347b6a5efee3df1ae6eb3e5a8232cfa1a4cdb87ca60eb7d90c1b753,a90da4678d51894e5a9168984628c7e1e90f452c1820345f93a0ca8a77c9cbb9,3796995470269766779,group-00371,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121628.jpg,Healthy,,300,300,09b08d7fa451af81b26ae70c454ae83a6478913ff349d8165b454f5e87e14e65,758d457f60ae85d079bfcf5d95f6c9211a2f749a211e5da5ca11b7a304651c62,2168874180336440878,group-00372,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121630.jpg,Healthy,,300,300,49e2b33063bc83da106f177c1edc92db0e80ca031c455bf3da97b753dd6c44d0,41fed1b33d3d65dc9e9ab2d4b5fc53ef2356d2af3973373bd49c94946c3e3800,6257841580384343598,group-00373,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121637.jpg,Healthy,,300,300,4642309c69d0f3aaa5ea692cf9965f248fa6ede4675af376ae65d6b9df70a603,a156c28b0ec111d05e78b5775cd0f2a945f0df5f0e36a7274565793631d8d947,8071544999999479415,group-00374,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121639.jpg,Healthy,,300,300,d5fd89b9c5235cd136cdf0a95e63e9a5a2e6e60468af6fc023d96b9da737de5f,d1ee9dddf0a4dd22994d229b6e2e16607c9ff2e672bd8773ec2232507ae84ac8,5792095406890872635,group-00375,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121641.jpg,Healthy,,300,300,be781bf600c7ac936b7fa05d023cf521818dc8a5eb00d832d2a26ee3b562ded5,e54a0f1ef62bc97f3595e0feb78fee50f3f33efc18aa4651fdff1c492bd18e61,1756854443460194169,group-00376,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121644.jpg,Healthy,,300,300,ae2dad6701c4af673314fe7fcf0c26d9ce50b116161acb29751e903974876f07,63076f9eaab2a4259ab90b7e9a4e5b247e7f5082ac7cefd4c8b77a6af2dba090,1783855485442782153,group-00377,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121646.jpg,Healthy,,300,300,5d3faaa1fc0a11385599db8cad6b04dbaf87bc178f8a910e95022bbf2e4d9fed,3d1f5c0112d5ef106996522be05b2ccb6983850e6b09b65270d1d655d7940821,4783312210661650873,group-00378,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121648.jpg,Healthy,,300,300,8b9cb92486d1e64b1e262da05f5ca2d1bc6909c412d91cd8a805f8442ebc5b85,ae022a9d09f13797a27882a1e4475599b37e78e385693dd6ad221606358c9676,6346108920333243323,group-00379,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121650.jpg,Healthy,,300,300,48c4a3ce0db918816f49f1f22480262ab00c384d75551d0000c2b4049fead4b7,c46aaf335eaa2c1467c7f87f4b5a598224b7f5fa5706f1806d21817427915231,5769665795112469403,group-00380,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121652.jpg,Healthy,,300,300,69e34a03080e556df7561bba0e8deef8afd0264f92f0779d28cead8edb12ba0d,041c771a9bacc6d619047415d7eb90aa3d81087f894ca5a0538efb8c4f279451,2310293990095505395,group-00381,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121653.jpg,Healthy,,300,300,e6f8f7736f90fc7862897e3fb5decb6dfa20437e2b3eafebcb087c753633c912,8d6e4e72d24b337e8ad0b740e2b27ecb319db8a0ca30669a011de543bc09d8a9,2467833099432028119,group-00382,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121655.jpg,Healthy,,300,300,47296df62e939d762ed484a750c3adea91a74157572e6d091014e76bc4f14b06,867b169d9a042622accfba75c3597d83fa07f20524f0ca3b372346472f2a5fa1,152982908235999187,group-00383,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121658.jpg,Healthy,,300,300,dc127386c82287bfb1f7183bbc53de91950af8972ee2d61046213ee5c7eed9c4,3063ecca67fa7511a9be0ae33e9da26fe6bb548595f3f9416ef2cc48d22faecf,1618693066336222381,group-00384,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121706.jpg,Healthy,,300,300,2a9675587ab82a59c550ee17c12de5c8f30579bb9e22e3953b68fc5575ef9232,43388a1b4959c9ffca9f7346c87ee6dfad53ca2a9830792f8164cd54b6480c68,4681923469672752533,group-00385,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121723.jpg,Healthy,,300,300,80360baa32a964c1618abb2706fc47f744679ef47e2861996da044d6c365b98f,a6546ddeea5d3a216b6f9f806fc418d490507a2d0fa166ab329e2d31ba896ef7,927940016701600942,group-00386,development,val
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121727.jpg,Healthy,,300,300,1d4cc8dac59286bbb1f568793b6c167b984dfd3fe69f8aa86a73be227da54135,31ffd7e98bb6c78626855daf27e169b8cfa34fafa6b584a5a28c688035c97295,6666367062456550635,group-00387,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121729.jpg,Healthy,,300,300,065e606f91981cf4b5728f923517bf8f07894da846c68d69c8e919baae26910a,4bcbb74ed8873b68b86307fc44c2dc10af067957ebb93c24646f08910c7e228e,462130125698458814,group-00388,development,train
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121731.jpg,Healthy,,300,300,94b1afc4229b7777f337c9cf412b4c6c997cb7888e5cb7a01fbecdb148d9cc3b,7083b845549eb7c74e0cb27f3c929f92478456021d4efabb4700fd329933621d,451968483253752318,group-00389,test,test
Nagpur_Region_Basil_Plant_Healthy/IMG_20191104_121733.jpg,Healthy,,300,300,b5e8af16afbd194a5b7694f01fecc2a115fd7f9a45d0c99aec6c5281953f733e,e7dc19d2201ba9aeaf118ca306fc596e666414b5695cd88917b7869f052422d6,5062527858745495998,group-00390,development,val
